issn,count,cited,citation
2165-7920,605,8,12
"1471-003X,1471-0048",605,234,8517
1059-1311,605,464,2277
"1883-8944,1884-2399",604,7,7
1550-7033,604,504,3288
"1436-6207,1436-6215",604,433,1982
"0169-4243,1568-5616",604,306,784
0214-9877,604,7,7
"0737-4038,1537-1719",604,427,3504
1516-1846,604,133,212
"1997-1370,2313-6014",604,5,5
0100-736X,603,171,270
"0268-8921,1435-604X",603,402,1514
1664-2392,603,455,1864
"1535-3702,1535-3699",603,392,1848
0207-3528,603,2,2
"1001-6538,1861-9541",603,475,2003
"0912-0289,1882-675X",602,35,50
0091-3057,602,531,3383
1747-0277,602,444,1799
"1933-7191,1933-7205",602,438,1889
"2319-765X,2278-5728",602,26,38
0145-2134,602,502,2866
"1997-0935,2304-6600",601,19,32
0361-5995,601,390,1532
1551-7411,601,247,983
"1084-8770,1470-1316",601,16,20
"1740-1526,1740-1534",601,241,7696
0166-3542,601,524,4126
"1432-881X,1432-2234",600,426,1478
"0929-600X,1876-5858",600,66,98
1579-2129,600,102,175
"1747-0218,1747-0226",600,402,1511
1757-6512,600,514,3798
0955-3959,600,509,3135
1009-0630,600,322,825
0022-6882,599,31,35
"1064-5624,1531-8362",599,204,390
"0374-4914,2289-0041",599,17,20
"2319-7676,2278-3008",599,28,32
0032-3888,599,390,1260
"1715-5312,1715-5320",599,449,2006
1535-6108,599,503,13057
1758-5996,598,274,1236
"2049-9434,2049-9442",598,106,152
2193-5807,598,423,2312
"0142-3312,1477-0369",597,305,767
"2193-6315,2193-6323",597,83,155
"0031-6903,1347-5231",597,162,238
1545-1151,597,434,1875
1931-3128,597,468,9328
"0009-3122,1573-8353",597,438,1210
"1867-481X,2198-6517",597,5,7
1001-604X,596,431,1736
0375-6742,596,485,2700
0266-352X,595,497,2680
0928-1258,595,14,15
0098-3004,595,460,2551
"1344-3542,2186-2451",595,198,484
1779-0123,595,20,22
1671-3710,594,22,31
1466-8564,594,489,2900
"0959-3993,1573-0972",594,427,1624
1687-1812,594,264,563
1746-1596,593,416,1619
2005-4246,593,104,163
1397-3142,593,395,1094
1388-9842,593,487,5152
2213-5960,593,325,702
"0040-5000,1754-2340",593,269,593
1110-0168,592,396,1899
1664-0640,592,463,2623
0033-2089,592,5,8
"1063-6692,1558-2566",591,421,2841
"0022-5185,1477-4607",591,5,5
"1615-147X,1615-1488",591,371,1500
"1674-7305,1869-1889",591,393,1516
"1923-9335,1923-9343",591,572,637
0094-114X,591,470,2204
1616-5187,591,413,2308
"2327-4352,2327-4379",590,150,254
"0972-060X,0976-5026",590,213,419
"1520-9210,1941-0077",590,507,3912
0733-2467,590,344,1268
1990-3839,590,52,65
1350-4533,590,434,1971
"0962-2802,1477-0334",590,307,1165
"2278-8735,2278-2834",590,62,75
1934-5909,590,480,12819
"1061-9348,1608-3199",590,315,682
"0009-9228,1938-2707",589,311,946
"0021-8812,1525-3163",589,470,1967
"0036-0295,1555-6255",588,85,117
"1058-4587,1607-8489",588,186,345
"1687-9309,1687-9317",588,321,811
"1380-3743,1572-9788",588,461,2040
0213-9251,588,60,87
0740-0020,588,542,4531
"1060-0280,1542-6270",587,461,2387
1720-8386,587,459,1917
"0021-9371,1545-6986",587,49,103
"0271-3683,1460-2202",587,340,1069
"1092-6429,1557-9034",586,359,1132
"0014-0139,1366-5847",586,373,1488
1364-6826,586,389,1279
2199-899X,586,119,163
"0954-4100,2041-3025",586,206,399
"0002-9122,1537-2197",586,453,2327
0887-6266,586,441,2292
"1939-0599,0012-1649",584,503,3607
0921-4534,584,372,1411
0894-9115,584,320,1203
"1611-6453,1611-647X",584,4,4
1476-511X,584,447,1797
0961-8368,584,429,2183
0303-2434,583,507,4040
"1546-1955,1546-1963",583,211,970
"0009-2363,1347-5223",583,395,1098
"0003-598X,1745-1744",583,201,708
"0963-9292,1573-3017",583,444,2032
2229-5178,583,181,340
1948-5182,583,443,2637
"0021-5392,1349-998X",583,66,84
1561-8625,582,301,911
1369-7021,582,168,4509
2173-5077,582,9,10
2331-7019,582,496,3889
"2347-6710,2319-8753",582,44,53
0271-0749,582,435,1494
"2204-3659,1445-9418",581,0,0
"1551-319X,1558-9323",581,363,1363
"1350-9047,1476-5403",581,510,5327
0936-6768,581,342,1043
1880-5981,581,471,2160
2166-532X,581,502,4277
"0364-152X,1432-1009",581,422,1707
"0866-7160,0866-7160",581,1,1
1046-5928,580,417,1325
"0340-5443,1432-0762",580,483,2068
2053-2296,580,302,4398
1531-3492,580,302,998
"0022-3670,1520-0485",580,480,2769
"0340-6199,1432-1076",579,415,1612
1041-6080,579,397,1518
0022-0736,579,349,1194
0966-9795,579,498,3608
"0910-6340,1348-2246",579,366,1143
0258-879X,579,21,21
"0026-0894,1573-8892",578,106,160
0266-6138,578,446,1837
1555-2284,578,28,42
0957-5235,578,338,999
0987-7053,578,99,458
"0040-5752,1432-2242",577,500,3167
0971-5916,577,168,338
0936-6555,577,312,1479
"0026-1394,1681-7575",577,327,1688
"1532-5008,1532-5016",577,325,1155
"0368-2811,1465-3621",577,320,1217
"1759-5061,1759-507X",577,265,2689
"2090-5904,1687-5443",576,386,1513
"2329-9290,2329-9304",576,455,2727
"0038-0938,1573-093X",576,440,2551
1474-760X,576,484,7296
1872-4973,575,505,3915
0042-6989,575,413,1550
0921-3449,575,533,4113
0377-1237,574,168,347
1293-2558,574,454,2033
1824-7288,574,213,724
"0025-3154,1469-7769",574,302,667
0018-9162,574,287,1163
"1471-0056,1471-0064",573,243,10257
1006-706X,573,343,856
"0031-8116,1573-0883",573,255,684
"0021-8669,1533-3868",573,379,1342
0952-3480,573,448,2475
1000-324X,572,153,255
1698-6946,572,203,579
0197-3975,572,484,2722
1944-7442,572,313,903
"0179-0358,1437-9813",572,346,1031
"0025-567X,2305-2880",572,147,327
0001-3765,571,327,770
"1380-2224,1573-4854",571,366,1144
1471-2415,571,354,1221
0024-3590,571,433,2719
0066-782X,571,70,100
"0022-2585,1938-2928",571,369,1382
"1279-7707,1760-4788",571,330,1578
0037-5675,570,272,515
0143-6228,570,493,3313
"1013-9087,2005-3894",570,280,714
"1545-9993,1545-9985",570,469,7541
2157-6564,570,473,3120
2194-4288,570,342,1889
0026-2692,570,345,1316
"0095-3628,1432-184X",569,448,2506
1471-2296,569,426,1700
2300-357X,569,164,277
"1350-0872,1465-2080",569,463,2097
0039-128X,569,451,2279
1386-6346,568,406,1785
1477-7525,568,450,1993
1946-3944,568,418,1919
1388-1981,568,490,4497
"0028-2804,1433-0407",568,266,707
0003-6870,567,481,2570
0955-7997,567,415,1822
"1557-1912,1557-1920",567,273,597
"1687-9627,1687-9635",567,126,163
1074-7427,567,487,3415
0091-2700,567,439,2099
"0962-7480,1471-8405",566,276,764
2231-0606,566,90,133
"0261-4189,1460-2075",566,478,6719
"1678-5878,1806-3691",566,256,764
0959-8103,566,429,1891
2050-3911,565,354,1524
1953-8146,565,8,10
0888-8892,565,456,3971
1268-7731,565,159,550
"2310-5828,1994-5639",565,5,5
"1876-8695,2211-8772",565,0,0
1350-4487,565,407,1333
"0958-5192,1466-4399",565,346,1340
2224-8358,564,27,32
0011-3891,564,113,180
"2044-5415,2044-5423",564,384,2245
1738-8112,563,9,11
"0025-5874,1432-1823",563,237,461
0269-8463,563,435,3298
1225-9918,563,144,237
"2051-817X,2051-817X",563,305,715
1389-4501,563,371,1569
"0148-6071,1941-2444",563,406,2640
1476-4598,563,521,4964
2005-4254,563,151,250
"0262-6667,2150-3435",562,375,1308
"0031-1820,1469-8161",562,412,1794
"0009-5893,1612-1112",562,318,986
0268-2605,562,383,1998
0393-0440,561,284,697
"2319-2372,2319-2380",561,41,42
1465-542X,561,411,3738
"0898-929X,1530-8898",561,493,3424
"1738-9968,1738-9968",561,35,57
"0948-3349,1614-7502",561,429,2427
1932-8486,561,384,1367
"0264-5033,2047-900X",560,25,36
"1355-8382,1469-9001",560,390,2522
1875-5372,560,223,450
0886-7798,560,459,2069
"1672-0415,1993-0402",560,250,592
2213-6711,560,520,6484
1738-9968,560,117,179
0026-0495,560,519,5055
"0937-9827,1437-1596",560,382,1580
"1474-905X,1474-9092",559,463,2528
"2161-5063,2161-5063",559,416,3815
0047-259X,559,342,1001
0914-5087,559,429,1967
0365-6691,559,132,242
"2050-5698,2050-5701",558,115,427
"0885-8195,1543-0154",558,285,718
"0005-1179,1608-3032",558,219,522
1571-0653,557,113,192
"0916-8524,1745-1353",557,203,473
"0959-6836,1477-0911",557,419,1910
"0031-6970,1432-1041",557,416,2011
0008-8846,557,497,4374
"1865-5467,2199-3866",557,0,0
1138-3593,557,114,196
0143-3636,557,304,1000
"0954-3899,1361-6471",557,446,3067
"2225-7616,1019-4355",557,22,35
"1555-0265,1555-0273",556,401,1570
0046-5070,556,456,2763
"1474-175X,1474-1768",556,281,8975
1471-2466,556,424,1945
2230-8210,556,260,724
1473-0502,556,278,940
"0269-9052,1362-301X",555,382,1587
"0278-0070,1937-4151",555,374,1711
1359-0987,555,112,336
0030-1299,555,441,2807
0009-9163,555,407,1968
2055-0286,555,21,25
1297-319X,555,329,1602
"0254-4059,1993-5005",554,249,462
"1005-9040,2210-3171",554,303,615
"1759-4790,1759-4804",554,315,3644
"1045-2249,1465-7279",554,428,2119
"0006-3568,1525-3244",554,278,2357
"0967-3334,1361-6579",554,419,1909
"1810-9993,1560-9146",554,9,10
1415-4366,554,234,524
"2047-9980,2047-9980",554,329,879
0344-0338,554,363,1119
0014-4894,554,410,1585
"1918-7181,1918-7173",553,49,58
1356-1294,553,319,1024
2046-4053,553,390,2367
"1828-0447,1970-9366",553,275,952
1002-0721,553,468,2201
"1062-0125,1573-871X",553,167,352
1536-2442,553,320,724
"0883-7694,1938-1425",552,265,2656
"0941-293X,1433-0423",552,167,333
2230-8407,552,75,99
"2321-8967,2321-4287",552,24,26
1344-3941,552,297,749
0268-0033,551,425,1810
1860-6768,551,423,2951
1471-230X,551,426,1944
"0024-8525,2192-8843",551,29,33
0029-6422,551,0,0
2046-6390,551,382,1473
0885-6230,551,369,1605
1975-8170,551,259,586
2042-8812,551,129,182
"1010-5395,1941-2479",551,392,1053
"1738-9364,2289-0769",550,60,75
"0265-6914,1461-7110",550,13,21
"0920-5071,1569-3937",550,276,752
0378-3782,550,362,1745
"1759-5045,1759-5053",550,295,3159
"0253-6269,1976-3786",550,388,1398
0303-6987,549,314,854
"1877-7252,1877-7260",549,263,497
"1540-1405,1540-1413",549,301,1785
"0369-8211,2250-1746",548,151,266
"0278-0240,1875-8630",548,371,1168
"0009-2673,1348-0634",548,409,2322
1570-8705,548,452,3007
1229-7771,547,167,295
"0972-2068,0973-9793",547,109,147
1016-5169,547,76,133
0022-9040,547,53,61
0886-0440,547,240,629
"0021-9665,1945-239X",547,242,516
1932-1058,547,458,2242
"0003-3197,1940-1574",547,377,1704
1156-5233,547,145,481
0169-409X,546,508,9288
1314-7641,546,87,158
1053-8569,546,388,1627
"0043-5325,1613-7671",546,228,536
0955-2863,546,500,3920
"0093-7355,1548-4475",545,59,100
0950-3293,545,480,3831
"1471-0072,1471-0080",545,269,11648
"1759-4758,1759-4766",545,322,5159
1878-786X,545,7,7
0902-0063,545,375,1372
"0721-7714,1432-203X",544,436,2294
"0895-7061,1941-7225",544,401,2124
"1039-8562,1440-1665",544,264,617
1368-5031,544,365,1429
"0967-0912,1935-0988",544,126,174
"0963-0252,1361-6595",544,462,3127
"0308-518X,1472-3409",544,394,1617
0934-0874,543,396,1902
"1063-6706,1941-0034",542,429,6459
2310-5577,542,0,0
0167-6423,542,323,1173
0168-1591,542,382,1513
"0172-1631,1439-0515",542,11,11
1178-203X,542,241,806
"1025-5842,1476-8259",541,257,682
1749-4478,541,253,727
0889-9746,541,441,2033
1558-2027,541,320,990
0022-3018,541,343,1437
0168-8510,541,431,2064
1975-0080,541,123,189
"0931-1890,1432-2285",541,350,1200
"1809-0583,2317-2606",541,3,4
"0253-505X,1869-1099",541,268,545
1019-5149,541,43,47
"0046-225X,1938-2936",540,371,1331
"1462-2416,1744-8042",540,412,1851
"1064-2269,1555-6557",540,174,348
1462-8902,540,448,4336
1028-4559,540,301,806
1049-8923,540,350,1776
1059-7794,540,432,3589
"1310-2818,1314-3530",540,275,762
0892-1997,540,364,1281
"0169-3913,1573-1634",540,397,1678
1600-5775,539,422,2673
"0012-2661,1608-3083",539,150,298
0010-8545,539,505,12251
0957-4166,539,453,2053
0902-4441,539,403,1755
1976-6211,538,25,27
1662-5196,538,149,1039
"2278-8719,2250-3021",538,70,101
2095-9273,538,408,2037
"1309-0720,1309-2014",538,32,37
"0003-021X,1558-9331",537,380,1252
"0047-2891,1573-6601",537,339,1702
0378-603X,537,147,222
0957-5820,537,420,2283
"0021-9738,1558-8238",537,456,3356
1399-0047,537,484,2834
"2157-944X,2157-9458",537,251,605
1471-2318,537,435,2257
2075-4701,536,350,1123
1293-8505,536,16,19
0020-7608,536,379,2285
1837-9664,536,378,1548
0272-4332,536,346,1405
0001-5172,536,366,1695
0925-9635,536,403,1881
1341-1667,535,22,22
"0174-304X,1439-1899",535,109,378
"0020-7721,1464-5319",535,345,1229
1605-6590,535,0,0
"0739-0572,1520-0426",535,389,1874
0730-725X,534,421,2081
0160-564X,534,405,1403
1000-9361,534,340,1156
"1935-472X,1937-8661",534,26,34
"1060-3271,1944-7922",534,293,728
2212-6287,533,295,963
"0021-9037,1573-8647",533,188,355
0255-2701,533,453,2239
"2366-0651,0012-1363",533,2,6
"2172-038X,2172-038X",533,19,20
"0930-1038,1279-8517",533,260,667
"1465-7392,1476-4679",533,439,10041
1674-2052,532,456,4625
1350-7303,532,0,0
"1913-9071,1913-9063",532,93,168
0008-4182,532,229,627
"0706-652X,1205-7533",532,440,2327
1078-4659,532,311,998
"0161-8105,1550-9109",532,377,2244
0197-9337,532,437,2242
0048-5772,532,422,2391
"1687-7357,1687-7365",531,330,1256
0584-8547,531,429,2556
2090-4479,531,326,1547
"0022-2615,1473-5644",531,424,1726
8756-7938,531,405,1709
0924-2716,531,483,5296
0165-2478,531,413,2205
2278-0998,531,44,81
2347-5641,531,36,56
1545-5963,530,292,1127
"1561-9443,1561-9451",530,8,8
"1727-9232,1810-3057",530,20,22
1044-3983,529,400,3102
2047-2994,529,146,590
0045-7949,529,459,2832
"1360-7863,1364-6915",529,353,1339
0013-0117,529,72,214
"2346-2183,0012-7353",529,117,209
0020-8868,528,206,437
"0031-9023,1538-6724",528,347,1416
0300-5712,528,450,3014
0040-6376,528,107,656
"0003-0007,1520-0477",528,364,4322
1873-5061,528,363,2161
"1082-6076,1520-572X",528,324,789
"0514-5163,1880-7488",527,89,139
0169-2046,527,478,4590
"1041-0236,1532-7027",527,277,788
"1436-9990,1437-1588",527,243,751
0921-8890,527,431,2361
0882-4010,527,385,1369
8755-6863,527,376,1512
0954-7894,527,455,3639
1439-9598,526,64,126
"1754-2189,1750-2799",526,481,8100
0166-5162,526,440,3761
"0131-6397,2313-4836",526,4,5
0949-2658,526,293,972
"1538-4047,1555-8576",526,405,1867
1360-2276,525,389,2118
0966-6923,525,367,2092
1527-3342,525,143,847
"0003-0147,1537-5323",525,459,3367
0044-4669,525,11,15
"0885-7474,1573-7691",525,320,1108
1546-9239,524,121,270
"0002-9602,1537-5390",524,102,556
"1436-3240,1436-3259",524,385,1538
"0022-4197,1573-6571",524,216,463
1631-0748,524,370,1566
1000-2383,524,50,54
"0024-094X,1530-9282",523,63,92
0038-9145,523,101,182
"0022-3239,1573-2878",523,310,938
0213-4853,523,199,558
0870-2551,523,44,47
"1613-4982,1613-4990",523,413,1870
"0308-1087,1563-5139",522,217,520
2174-2049,522,8,10
"0020-7128,1432-1254",522,355,1328
"0165-5701,1573-2630",522,217,489
0957-7734,522,222,480
"0945-6317,1432-2307",522,394,1871
0926-5805,522,420,3192
2277-4343,522,40,52
"1057-7157,1941-0158",522,421,2232
1521-6616,522,423,2711
1230-1485,522,184,338
1598-2092,521,286,768
0976-3147,521,171,299
2352-0078,521,39,42
"0162-1459,1537-274X",521,308,1360
2211-5684,521,354,1465
2321-8169,521,25,29
1871-5273,521,340,1578
1941-5923,521,290,646
"1098-3600,1530-0366",521,413,4373
"0890-9369,1549-5477",521,478,6083
0374-0641,521,25,35
"0032-5473,1469-0756",521,240,818
0301-9322,521,413,2220
"2413-0958,1992-1098",521,1,1
"0001-7701,1572-9532",520,347,1472
"0973-5666,0973-5674",520,19,21
"1618-5641,1618-565X",519,136,261
"2219-746X,2219-7478",519,9,12
1517-0276,519,1,1
0140-3664,519,394,2460
"0748-4658,1533-3876",519,354,1408
1537-5110,519,383,1724
0195-6671,519,398,1584
0970-2113,519,162,278
"0218-1266,1793-6454",518,216,415
"0016-7622,0974-6889",518,177,384
"1473-6357,1478-7075",518,52,84
"1044-1549,1535-4989",518,453,2598
"0973-4929,2320-8031",517,73,101
0018-9235,517,156,388
"0143-5221,1470-8736",517,442,3319
1569-9048,517,386,1282
"1598-6446,2005-4092",517,345,1401
8755-1039,517,252,706
"0008-4107,2292-8502",517,4,5
1752-928X,517,306,892
2414-3146,517,82,154
"0947-0085,2511-0896",517,46,52
"0271-5333,1527-1323",517,355,2262
"1461-4448,1461-7315",517,311,2025
0020-7462,516,369,1851
"2162-2337,2162-2345",516,374,2144
"0112-1642,1179-2035",516,410,3585
0140-1963,516,404,1573
"1547-6286,1555-8584",516,392,2235
"0733-9399,1943-7889",516,340,1399
"0008-4220,1918-1833",516,214,477
1646-2890,516,9,10
1092-4388,516,374,2682
"0022-3131,1881-1248",516,242,575
1863-0650,516,281,742
1677-5538,516,201,411
"1063-7745,1562-689X",515,221,512
"0976-3961,0976-397X",515,264,791
1051-2004,515,398,2003
1994-0424,515,434,2721
2041-210X,515,439,4303
0368-2315,515,255,682
"0268-8697,1360-046X",515,209,492
"0966-8136,1465-3427",515,111,264
0250-5150,515,6,6
"0887-3828,1943-5509",515,257,689
2169-8953,515,428,2297
1087-1357,514,310,1191
2164-6627,514,129,304
1756-9966,514,401,2641
1611-3683,514,264,716
"1006-7191,2194-1289",514,359,1068
1542-7331,514,11,13
0924-7963,514,439,2598
1319-562X,513,304,1266
"1538-9588,1538-957X",513,327,892
1871-403X,513,206,828
"1546-198X,1546-1971",513,145,246
"0006-2979,1608-3040",513,334,957
2452-3216,513,122,181
"0045-5067,1208-6037",513,402,1737
1080-6512,513,4,4
"1520-9512,1522-1709",513,323,1175
1748-1708,513,387,2477
"2239-978X,2240-0524",512,12,15
0377-4929,512,184,304
"1040-0400,1572-9001",512,410,1259
"0002-9505,1943-2909",512,249,743
1750-0443,512,294,702
0080-6234,511,185,326
"0973-1458,0974-9845",511,280,761
"0300-9564,1435-1463",511,395,1857
2073-8137,511,2,2
"1023-8883,1573-2711",511,373,1535
0038-0814,511,40,65
"0003-6811,1563-504X",511,203,451
"1753-1934,2043-6289",511,260,935
"1877-2641,1877-265X",511,254,678
"0091-150X,1573-9031",511,161,294
"2046-2336,2046-2344",511,39,78
"1729-8814,1729-8814",511,259,650
0380-1330,511,424,2193
0973-1296,511,295,693
1472-6831,511,349,1201
"2233-7857,2233-7857",510,60,97
1945-4589,510,311,1643
0304-3991,510,410,2895
"1949-3029,1949-3037",510,460,4541
"1990-7931,1990-7923",510,187,395
"0008-4042,1480-3291",510,321,945
"0256-7679,1439-6203",510,403,1577
"1436-3798,1436-378X",510,372,1448
1548-6869,510,254,659
1053-8100,510,417,2029
"0363-9045,1520-5762",510,351,1201
0967-0661,510,409,2389
"1028-6020,1477-2213",509,286,745
"0913-8668,1438-8359",509,280,758
"1749-5016,1749-5024",509,430,2408
"0933-7954,1433-9285",509,392,2147
0378-5955,508,400,2373
1551-7144,508,375,1869
"1474-0338,1744-764X",508,388,2091
0265-9247,508,368,2618
2334-2536,508,464,4407
"0001-2785,2192-8800",507,21,24
"2324-8068,2324-805X",507,50,86
0304-4076,507,385,1768
"2470-1394,2470-1408",507,123,174
0958-9465,507,449,3728
0278-5846,507,457,3996
"1570-761X,1573-1456",507,326,1166
2325-8160,507,286,1060
"0277-0903,1532-4303",507,326,1105
0959-9436,507,385,1432
1047-8477,507,407,2453
0972-0871,507,31,42
0022-0434,507,300,850
1341-321X,507,361,1429
1572-1000,506,251,987
"0025-5831,1432-1807",506,251,578
"1940-6207,1940-6215",506,315,2048
"1756-8919,1756-8927",506,419,2184
1076-5174,506,371,1884
"2005-4246,2005-4246",506,17,17
1297-9589,505,202,359
"0172-4622,1439-3964",505,283,788
2202-0586,505,20,23
1007-2780,505,32,38
2278-1005,505,88,127
1752-6981,505,233,579
"0094-9655,1563-5163",505,208,443
0363-907X,505,356,1862
"0957-5243,1573-7225",505,383,1811
0191-2615,505,454,3474
1939-8654,505,75,131
"0300-4430,1476-8275",505,185,380
0270-4137,504,416,2413
0007-070X,504,319,1094
0040-3660,504,86,115
1612-1872,504,357,1185
0515-3700,503,2,2
1560-4071,503,10,10
"0097-0549,1573-899X",503,68,100
0019-2805,503,421,2867
0025-3227,503,423,2799
0031-949X,503,430,2353
1747-5198,503,295,563
0939-4753,503,410,2749
1798-4769,503,54,68
0969-8051,503,308,1349
"1096-620X,1557-7600",503,400,1630
1090-3801,502,372,1753
"0179-7158,1439-099X",502,301,1459
"0965-5425,1555-6662",502,177,377
1119-3077,502,202,396
1680-6905,502,250,515
1475-925X,502,325,1327
0022-0477,502,451,3922
"2324-8858,2324-8866",502,245,836
2213-5766,502,96,119
"0921-2973,1572-9761",502,408,2368
1937-8718,501,219,606
1755-8166,501,232,710
"1930-7810,0278-6133",500,450,3146
2356-7872,500,154,274
"0012-6667,1179-1950",500,431,3619
0018-019X,500,400,1173
0255-0857,500,190,435
0921-5107,500,426,2422
"1063-777X,1090-6517",499,252,657
0958-6946,499,410,2078
1553-5592,499,315,1259
"1049-7323,1552-7557",499,369,1360
1742-6731,499,243,708
0098-2202,499,300,803
1871-5206,499,318,1373
"0031-6768,1432-2013",499,396,2019
"2005-3711,1598-7876",498,274,632
1303-5134,498,21,21
1598-2319,498,18,23
"0009-6407,1755-2613",497,17,20
1662-5188,497,336,1295
"1475-6366,1475-6374",497,349,1805
2320-7035,497,59,79
0044-4502,497,0,0
"0020-7160,1029-0265",497,270,673
"1941-4900,1941-4919",497,181,424
"1674-4799,1869-103X",497,324,819
1471-2156,497,401,1752
2090-7605,497,0,0
"1474-1733,1474-1741",497,262,10346
0363-8715,496,310,999
1040-8428,496,425,3019
1085-9586,496,8,8
"1939-1277,0096-1523",496,358,1145
1301-5680,495,24,27
0100-204X,495,167,331
"0017-8470,1432-1173",495,207,426
0105-1873,495,374,1892
1862-6254,495,324,2343
2005-1409,494,17,20
"1540-9996,1931-843X",494,333,1559
"1525-755X,1525-7541",494,436,2811
0734-743X,494,418,2643
0303-4569,494,264,610
"0586-7614,1745-1701",494,402,3645
2010-3646,494,82,123
0167-1987,494,429,2479
"1465-9301,2052-2932",494,13,15
2235-2988,493,389,2534
0143-7496,493,392,1944
0022-3417,493,430,3909
0958-1669,493,425,7691
1475-2840,493,446,3402
1796-2056,493,135,252
"1633-8065,1432-1068",492,263,774
"1367-5435,1476-5535",492,398,1871
0022-541X,492,325,1249
1300-6045,492,9,11
1615-5335,492,0,0
1749-799X,491,323,1295
0167-4943,491,406,1790
"1022-5528,1572-9028",491,323,1360
"1460-2431,0022-0957",491,485,5776
"2156-7018,2156-7026",491,155,370
"1738-8090,2093-6788",491,370,1382
"1300-4948,2148-5607",491,165,319
1108-3697,490,0,0
1674-4527,490,234,869
1017-995X,490,112,240
0304-4149,490,287,812
1475-9276,490,342,1192
1389-2010,490,336,1380
1568-9972,490,469,7655
1442-6404,489,247,779
"1042-7260,1937-2825",489,238,485
"1742-5247,1744-7593",489,396,3299
2278-0513,489,41,56
0148-0731,489,337,1419
0022-0965,489,396,2254
0167-6105,488,389,1929
2322-5939,488,281,878
1049-9644,488,388,1991
2212-5531,488,60,96
0167-6636,488,429,2261
"0951-7715,1361-6544",488,329,1374
2035-8008,488,51,57
2051-817X,488,416,1688
0253-7613,488,259,583
"1756-5901,1756-591X",488,442,3678
"0008-3674,1208-6010",488,366,1740
"1614-0702,1862-2607",487,54,65
1042-1394,487,0,0
1769-4493,487,9,9
"0075-4102,1435-5345",487,214,381
"0094-5145,1573-3610",487,266,854
0018-2648,487,25,29
"0364-216X,1432-5241",487,258,784
"0145-7632,1521-0537",487,258,697
0882-5963,487,289,875
"0037-1106,1943-3573",486,272,778
1541-2016,486,239,774
"0003-3219,1945-7103",486,327,1105
1877-7821,486,368,1684
"0964-4563,1468-3318",486,350,2503
"2210-7703,2210-7711",486,315,924
"2218-676X,2219-6803",486,28,43
"0354-4664,1821-4339",486,137,222
1075-122X,485,246,812
"1007-662X,1993-0607",485,217,508
0022-1759,484,379,1785
2336-0615,484,0,0
1612-8850,484,340,1684
1870-3453,484,185,384
1226-4873,484,101,138
2159-3612,484,1,1
"1558-8424,1558-8432",484,385,1949
"0916-9636,1348-4214",484,351,1660
1813-503X,484,3,3
"1598-5032,2092-7673",483,355,1114
"1540-496X,1558-0938",483,182,359
0277-3732,483,351,1447
"1674-7283,1869-1862",483,234,654
"0963-6897,1555-3892",483,415,2190
1229-8999,482,98,148
2459-4210,482,0,0
0925-4927,482,398,2196
0733-5210,482,354,1958
"1001-0602,1748-7838",482,397,4742
0196-0709,482,291,901
"0952-3367,1743-9035",482,117,215
0018-5787,482,134,253
"1226-3303,2005-6648",482,275,794
0022-3050,482,155,1629
"1671-4083,1745-7254",481,394,1889
0424-8570,481,0,0
"2005-4254,2005-4254",480,28,31
2300-9675,480,70,90
0894-7317,480,390,4283
"1861-6410,1861-6429",480,310,969
1942-7603,480,379,2005
1043-321X,480,6,6
2372-3556,480,184,392
1357-3039,480,100,169
0037-8682,480,258,799
"1354-5752,2047-8984",480,32,45
1229-4691,479,19,24
1229-9367,479,247,1503
0970-9185,479,186,478
1361-9209,479,399,2156
1095-6433,479,396,1606
"1939-134X,1040-3590",479,368,2255
2321-2004,479,32,39
"0037-9875,1884-2259",478,37,59
"2047-4830,2047-4849",478,440,3820
0301-0511,478,410,2629
"0942-8925,1432-0509",478,368,1671
"0947-8965,1433-0415",478,50,67
1059-0560,477,331,1359
1877-959X,477,409,2299
"1470-1626,1741-7899",477,375,1960
"0022-2372,1545-1542",477,300,1136
2072-666X,477,340,1280
1878-5220,477,227,518
2153-4578,477,3,3
"0031-918X,1555-6190",477,248,585
0003-4487,477,45,61
"0022-2275,1539-7262",476,371,2011
1462-3889,476,240,946
"1988-3056,1137-0734",476,18,18
1793-5482,476,108,182
1058-1103,476,1,1
0033-3352,476,223,1287
1080-6032,476,173,552
"1462-4753,2052-2215",476,79,122
"0003-4894,1943-572X",475,320,1012
"1471-2598,1744-7682",475,406,2248
1976-5622,475,149,255
1381-5148,475,410,2391
1297-3203,475,97,231
"1071-7544,1521-0464",475,383,1448
0165-2427,475,349,1287
"0267-0844,1743-2944",475,343,1181
1876-2018,475,276,813
0022-3573,475,341,1214
"2090-6900,2090-6919",475,82,91
0001-2092,475,192,411
1094-6950,474,186,1099
1989-5488,474,153,394
"0018-9219,1558-2256",474,376,5352
1074-5351,474,275,803
1286-0115,474,28,50
"1084-0702,1943-5592",473,282,775
1743-4971,473,202,479
0148-5717,473,330,1415
0014-2565,473,165,444
0195-6698,473,274,675
0717-6384,473,33,36
"0033-5177,1573-7845",473,209,522
2010-3689,473,143,256
"1617-4615,1617-4623",472,379,1750
0165-1889,472,327,1182
0006-3525,472,310,1412
"0748-2337,1477-0393",472,353,1037
0018-506X,472,415,2865
"0161-2840,1096-4673",472,207,535
2052-1472,472,0,0
0387-7604,472,357,1302
1045-9243,472,174,799
0099-1767,471,160,395
"2353-7272,2543-5973",471,1,1
1549-3636,471,146,268
1680-5194,471,101,147
